city,other_name,country,latitude,longitude,certainty,year,population
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,3,1550,58000
Ujjain,NA,India,23.18239,75.77643,3,1550,60000
Valencia,NA,Spain,39.469908,-0.376289,1,1550,50000
Valladolid,NA,Spain,41.65518,-4.72372,1,1550,60000
Venice,NA,Italy,45.440847,12.315514,1,1550,171000
Verona,NA,Italy,45.43419,10.99779,1,1550,53000
Vijayanagar,NA,India,15.335,76.462,3,1550,480000
Vilnius,Vilna,Lithuania,54.683333,25.283333,1,1550,30000
Warsaw,NA,Poland,52.22977,21.01178,1,1550,9000
Wroclaw,Breslau,Germany,51.116667,17.033333,3,1550,35000
Wuhan,Wuchang,China,30.58333,114.26667,1,1550,70000
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1,1550,132000
Xuzhou,"Suchow, Suifu, Hsuchow",China,34.26,117.21,1,1550,65000
Yamaguchi,NA,Japan,34.185956,131.47065,1,1550,60000
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,2,1551,18000
Edinburgh,NA,United Kingdom,55.95206,-3.19648,1,1551,26000
Lisbon,NA,Portugal,38.71667,-9.13333,1,1551,62500
Pisa,NA,Italy,43.71553,10.39659,1,1551,9940
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1,1552,660000
Kazan,NA,Russian Federation,55.790278,49.134722,2,1552,15000
Regensburg,Ratisbon,Germany,49.015,12.09556,1,1552,12000
Ankara,Angora,Turkey,39.91987,32.85427,1,1553,14000
Barcelona,NA,Spain,41.38879,2.15899,1,1553,34000
Metz,NA,France,49.11911,6.17269,1,1553,22000
Moscow,NA,Russian Federation,55.75222,37.61556,1,1553,75000
Naples,NA,Italy,40.851775,14.268122,1,1553,208000
Rotterdam,NA,Netherlands,51.9225,4.47917,1,1553,6000
Guanajuato,NA,Mexico,21.01858,-101.2591,1,1554,6000
Shanghai,NA,China,31.22222,121.45806,1,1554,25000
Cuzco,NA,Peru,-13.525,-71.972222,1,1555,21000
Thatta,Tatta,India,24.746117,67.924336,2,1555,40000
Amsterdam,NA,Netherlands,52.37403,4.88969,1,1556,30000
Delft,NA,Netherlands,52.00667,4.35556,1,1557,15000
Leiden,Leyden,Netherlands,52.15833,4.49306,1,1557,12000
Nantes,NA,France,47.21725,-1.55336,1,1557,14000
Tripoli,NA,Libya,32.876175,13.187508,1,1557,25000
Utrecht,NA,Netherlands,52.09083,5.12222,1,1557,13000
Messina,NA,Italy,38.19327,15.54969,1,1559,33000
Palma,NA,Spain,39.56939,2.65024,1,1559,15000
Katsina,NA,Nigeria,12.98943,7.60063,1,1560,30000
Magdeburg,NA,Germany,52.130808,11.628878,1,1560,23000
Newcastle upon Tyne,NA,United Kingdom,54.978253,-1.617781,2,1560,10000
Zaria,NA,Nigeria,11.11128,7.7227,1,1560,40000
Frankfurt am Main,NA,Germany,50.110922,8.682128,1,1561,14000
Dieppe,NA,France,49.922992,1.077483,1,1562,21000
Florence,Firenze,Italy,43.771033,11.248,1,1562,59216
Toulouse,NA,France,43.60426,1.44367,1,1562,28000
Leghorn,Livorno,Italy,43.55,10.310579,2,1563,563
Venice,NA,Italy,45.440847,12.315514,1,1563,182000
Bijapur,NA,India,16.82442,75.71537,1,1565,60000
Kano,NA,Nigeria,12.00012,8.51672,1,1565,50000
Tenayuca,NA,Mexico,19.532167,-99.168472,2,1565,4100
Vijayanagar,NA,India,15.335,76.462,3,1565,480000
Antwerp,Antwerpen,Belgium,51.219217,4.402883,1,1568,104984
Bristol,NA,United Kingdom,51.45523,-2.59665,1,1568,7339
Chittoor,NA,India,13.217176,79.100329,2,1568,40000
Rennes,NA,France,48.11198,-1.67429,1,1568,8000
Bogota,"Bacata, Funza, Bogot·",Columbia,4.598056,-74.075833,1,1569,12000
Bologna,NA,Italy,44.49381,11.33875,1,1569,61731
Valenciennes,NA,France,50.35,3.53333,1,1569,12000
Bordeaux,NA,France,44.84044,-0.5805,1,1570,26000
Fukuoka,Hakata,Japan,33.591389,130.414722,2,1570,17000
Messina,NA,Italy,38.19327,15.54969,1,1570,50000
Metz,NA,France,49.11911,6.17269,1,1570,23000
Moscow,NA,Russian Federation,55.75222,37.61556,1,1570,120000
Palermo,NA,Italy,38.115689,13.361267,1,1570,70000
Achin,Aceh,Indonesia,5.55,95.316667,3,1571,42000
Cholula,NA,Mexico,19.06333,-98.306389,1,1571,24000
Kyoto,NA,Japan,35.02107,135.75385,1,1571,300000
Madrid,NA,Spain,40.416775,-3.703789,1,1571,42000
Manila,NA,Philippines,14.58,121,1,1571,12000
Merida,Tiho,Mexico,20.979719,-89.615789,1,1571,7500
Mondovi,NA,Italy,44.39603,7.81764,1,1571,20000
Patzcuaro,NA,Mexico,19.51931,-101.6097,1,1571,9000
Puebla,Puebla de Zaragoza,Mexico,19.0514,-98.2178,1,1571,20000
Toledo,NA,Spain,39.862831,-4.027322,1,1571,74000
Turin,NA,Italy,45.07049,7.68682,1,1571,15000
Zacatecas,NA,Mexico,22.76843,-102.58141,1,1571,20000
Dijon,NA,France,47.31667,5.01667,1,1572,25000
Haarlem,NA,Netherlands,52.38084,4.63683,1,1572,18000
Santiago Tilantongo,Tilantongo,Mexico,17.25,-97.283333,2,1572,10000
Szekesfehervar,SzÈkesfehÈrv·r,Hungary,47.18995,18.41034,1,1572,11660
Bursa,Brusa,Turkey,40.19266,29.08403,1,1573,77000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1,1573,76530
Arequipa,NA,Peru,-16.39889,-71.535,1,1574,13000
Ayacucho,"Guamanga, Huamanga",Peru,-13.1615,-74.22154,1,1574,13000
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1,1574,37000
La Paz,NA,Bolivia,-16.5,-68.15,1,1574,12000
Marseille,NA,France,43.29695,5.38107,1,1574,30000
Nurnberg,"N¸rnberg, Nuremberg",Germany,49.452031,11.07675,1,1574,31000
Potosi,PotosÌ,Bolivia,-19.58361,-65.75306,1,1574,120000
Quito,NA,Ecuador,-0.22985,-78.52495,1,1574,15000
Agra,NA,India,27.18333,78.01667,1,1575,200000
Ahmedabad,Asawal,India,23.039568,72.566004,1,1575,165000
Ahmednagar,NA,India,19.095208,74.749592,1,1575,75000
Aleppo,NA,Syria,36.216667,37.166667,1,1575,59000
Algiers,NA,Algiers,36.7525,3.04197,1,1575,70000
Anantpur,"Penugonda, Penukonda",India,14.08339,77.59588,3,1575,60000
Antwerp,Antwerpen,Belgium,51.219217,4.402883,1,1575,110000
Arakan,Rakhine,Myanmar,19.810092,93.987842,1,1575,70000
Beijing,Peking,China,39.9075,116.39723,1,1575,706000
Bijapur,NA,India,16.82442,75.71537,1,1575,150000
Bologna,NA,Italy,44.49381,11.33875,1,1575,65000
Bucharest,NA,Romania,44.43225,26.10626,1,1575,55000
Bukhara,Bokhara,Uzbekistan,39.765869,64.422347,1,1575,85000
Bursa,Brusa,Turkey,40.19266,29.08403,1,1575,76000
Cairo,"Fostat, Fustat",Egypt,30.06263,31.24967,1,1575,275000
Cambay,NA,India,22.313114,72.619408,3,1575,70000
Chengdu,NA,China,30.66667,104.06667,1,1575,95000
Cuttack,NA,India,20.46497,85.87927,1,1575,75000
Damascus,NA,Syria,33.5102,36.29128,1,1575,60000
Edirne,Adrianople,Turkey,41.681808,26.562269,1,1575,171000
Fez,Fes,Morocco,34.033333,-5.01,1,1575,100000
Florence,Firenze,Italy,43.771033,11.248,1,1575,60000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1,1575,76000
Gao,"Kagho, Kukia, Gogo",Mali,16.27167,-0.04472,2,1575,75000
Genova,Genoa,Italy,44.40565,8.946256,1,1575,64000
Gent,Ghent,Belgium,51.053469,3.730378,1,1575,50000
Goa,NA,India,15.299333,74.124,1,1575,63000
Granada,NA,Spain,37.177336,-3.598558,1,1575,60000
Guangzhou,Canton,China,23.11667,113.25,1,1575,170000
Hangzhou,Hangchow,China,30.25,120.166667,2,1575,260000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1,1575,680000
Jingdezhen,Kingtehchen,China,29.268836,117.17842,2,1575,100000
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,1,1575,80000
Kano,NA,Nigeria,12.00012,8.51672,1,1575,55000
Lisbon,NA,Portugal,38.71667,-9.13333,1,1575,85000
London,NA,United Kingdom,51.511214,-0.119825,1,1575,112000
Marrakech,Marrakesh,Morocco,31.63416,-7.99994,1,1575,100000
Messina,NA,Italy,38.19327,15.54969,1,1575,59000
Mexico City,Tenochtitlan,Mexico,19.42847,-99.12766,1,1575,55000
Milan,NA,Italy,45.465453,9.198786,1,1575,98000
Moscow,NA,Russian Federation,55.75222,37.61556,1,1575,60000
Nanjing,Nanking,China,32.05,118.766667,1,1575,188000
Naples,NA,Italy,40.851775,14.268122,1,1575,215000
Oyo,Katunga,Nigeria,7.85,3.93333,1,1575,60000
Palermo,NA,Italy,38.115689,13.361267,1,1575,70000
Paris,NA,France,48.856614,2.352222,1,1575,220000
Pegu,Bago,Myanmar,17.333333,96.483333,1,1575,175000
Prague,NA,Austria,50.08804,14.42076,1,1575,70000
Qazvin,Kazvin,Iran,36.26877,50.0041,1,1575,120000
Rome,NA,Italy,41.89474,12.4839,1,1575,70000
Rouen,NA,France,49.44313,1.09932,1,1575,66000
Sakai,Fukui,Japan,34.573333,135.483056,1,1575,75000
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,1,1575,50000
Seoul,Hanyang,Republic of Korea,37.56826,126.97783,1,1575,125000
Seville,NA,Spain,37.388097,-5.982331,1,1575,100000
Smolensk,NA,Russian Federation,54.7818,32.0401,1,1575,50000
Surat,NA,India,21.19594,72.83023,1,1575,60000
Suzhou,Soochow,China,31.3,120.6,1,1575,130000
Tabriz,NA,Iran,38.08,46.2919,1,1575,150000
Taiyuan,NA,China,37.87059,112.548879,1,1575,79000
Toledo,NA,Spain,39.862831,-4.027322,1,1575,72000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,3,1575,58000
Ujjain,NA,India,23.18239,75.77643,3,1575,60000
Valencia,NA,Spain,39.469908,-0.376289,1,1575,55000
Venice,NA,Italy,45.440847,12.315514,1,1575,157000
Verona,NA,Italy,45.43419,10.99779,1,1575,52000
Wuhan,Wuchang,China,30.58333,114.26667,1,1575,72000
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1,1575,135000
Xuzhou,"Suchow, Suifu, Hsuchow",China,34.26,117.21,1,1575,65000
Yamaguchi,NA,Japan,34.185956,131.47065,1,1575,90000
Zaria,NA,Nigeria,11.11128,7.7227,1,1575,65000
Allahabad,Prayag,India,25.44894,81.83328,1,1576,20000
Milan,NA,Italy,45.465453,9.198786,1,1576,98000
Pavia,NA,Italy,45.18446,9.16145,1,1576,17000
Ulm,NA,Germany,48.39841,9.99155,1,1576,12000
Ferrara,NA,Italy,44.82678,11.62071,1,1577,46000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,3,1577,58000
Verona,NA,Italy,45.43419,10.99779,1,1577,53280
Athens,NA,Greece,37.97945,23.71622,1,1578,36000
Edirne,Adrianople,Turkey,41.681808,26.562269,1,1578,173000
Beijing,Peking,China,39.9075,116.39723,1,1579,706861
Fukuoka,Hakata,Japan,33.591389,130.414722,2,1579,35000
Norwich,NA,United Kingdom,52.62783,1.29834,1,1579,16000
Piacenza,Fiacenza,Italy,45.04676,9.69937,1,1579,30000
Siena,NA,Italy,43.32004,11.33283,1,1579,18779
Wroclaw,Breslau,Germany,51.116667,17.033333,3,1579,34200
Munich,NA,Germany,48.136739,11.576756,1,1580,20000
Osaka,NA,Japan,34.693216,135.502082,1,1580,45000
Thana,NA,India,19.218331,72.97809,3,1580,30000
Aberdeen,NA,United Kingdom,57.14369,-2.09814,1,1581,5833
Cholula,NA,Mexico,19.06333,-98.306389,1,1581,18000
Marseille,NA,France,43.29695,5.38107,1,1582,36000
Sakai,Fukui,Japan,34.573333,135.483056,1,1582,80000
Yamaguchi,NA,Japan,34.185956,131.47065,1,1582,90000
Lucca,NA,Italy,43.84357,10.50585,1,1583,24000
Messina,NA,Italy,38.19327,15.54969,1,1583,53000
Nagasaki,NA,Japan,32.752558,129.878192,1,1583,25000
Ahmedabad,Asawal,India,23.039568,72.566004,1,1584,180000
Brugge,Bruges,Belgium,51.210819,3.224936,1,1584,29000
Limerick,NA,Ireland,52.6653,-8.630497,1,1584,4800
Qazvin,Kazvin,Iran,36.26877,50.0041,1,1584,120000
Gao,"Kagho, Kukia, Gogo",Mali,16.27167,-0.04472,2,1585,75000
Golkonda,Golconda,India,17.382986,78.402003,3,1585,45000
Kano,NA,Nigeria,12.00012,8.51672,1,1585,60000
Ecija,…cija,Spain,37.5422,-5.0826,1,1587,20000
Jerez de la Frontera,Xerez,Spain,36.693600000000004,-6.132431,1,1587,19000
Kilwa,NA,Tanzania,-9.149644,38.987675,2,1587,18000
Amber,Amer,India,26.985847,75.888251,3,1588,30000
Bologna,NA,Italy,44.49381,11.33875,1,1588,72395
Manchester,NA,United Kingdom,53.48095,-2.23743,1,1588,10000
Seville,NA,Spain,37.388097,-5.982331,1,1588,125000
Geneva,GenËve,Switzerland,46.198392,6.142297,1,1589,13000
Lahore,NA,Pakistan,31.54972,74.34361,1,1590,300000
Paris,NA,France,48.856614,2.352222,1,1590,220000
Sana'a,Sanaa,Yemen,15.35472,44.20667,1,1590,12000
Tours,NA,France,47.38333,0.68333,1,1590,56000
Troyes,NA,France,48.3,4.08333,1,1590,24000
Gao,"Kagho, Kukia, Gogo",Mali,16.27167,-0.04472,2,1591,75000
Hyderabad,NA,India,17.38405,78.45636,1,1591,70000
Manila,NA,Philippines,14.58,121,1,1591,28000
Palermo,NA,Italy,38.115689,13.361267,1,1591,99631
Palma,NA,Spain,39.56939,2.65024,1,1591,23161
Valladolid,NA,Spain,41.65518,-4.72372,1,1591,48000
Huancavelica,NA,Peru,-12.78542,-74.97501,1,1592,20000
Mantova,Mantua,Italy,45.156417,10.791375,1,1592,31422
Nanjing,Nanking,China,32.05,118.766667,1,1592,194000
Nimes,NÓmes,France,43.83333,4.35,1,1592,10000
London,NA,United Kingdom,51.511214,-0.119825,1,1593,152000
Venice,NA,Italy,45.440847,12.315514,1,1593,150000
Almeria,AlmerÌa,Spain,36.83814,-2.45974,1,1594,4000
Amiens,NA,France,49.892,2.299,1,1594,18000
Baeza,NA,Spain,37.99384,-3.47103,1,1594,20000
Burhanpur,NA,India,21.30898,76.22996,2,1594,36000
Cadiz,NA,Spain,36.52978,-6.29465,1,1594,10000
Cambay,NA,India,22.313114,72.619408,3,1594,72000
Cartagena,NA,Spain,37.625683,-0.996583,1,1594,5000
Cordoba,"Cordova, CÛrdoba",Spain,38.046133,-4.893564,2,1594,32000
Ecija,…cija,Spain,37.5422,-5.0826,1,1594,15000
Granada,NA,Spain,37.177336,-3.598558,1,1594,68000
Jerez de la Frontera,Xerez,Spain,36.693600000000004,-6.132431,1,1594,21000
Malaga,NA,Spain,36.721261,-4.421267,1,1594,16000
Medina del Campo,NA,Spain,41.31239,-4.91413,1,1594,13000
Murcia,NA,Spain,37.98704,-1.13004,1,1594,16000
Orleans,OrlÈans,France,47.902964,1.90925,1,1594,15000
Reims,Rheims,France,49.25,4.03333,1,1594,14000
Salamanca,NA,Spain,40.970103,-5.663539,1,1594,24000
Segovia,NA,Spain,40.943564,-4.113003,1,1594,27000
Seville,NA,Spain,37.388097,-5.982331,1,1594,126000
Toledo,NA,Spain,39.862831,-4.027322,1,1594,65000
Antwerp,Antwerpen,Belgium,51.219217,4.402883,1,1595,47000
Catania,NA,Italy,37.50213,15.08719,1,1595,18000
Jaen,JaÈn,Spain,37.76922,-3.79028,1,1595,25000
Lecce,NA,Italy,40.35703,18.17202,1,1595,31000
London,NA,United Kingdom,51.511214,-0.119825,1,1595,152000
Salerno,NA,Italy,40.67797,14.76599,1,1595,11000
Warsaw,NA,Poland,52.22977,21.01178,1,1595,20000
Ahmedabad,Asawal,India,23.039568,72.566004,1,1596,180000
Bergamo,NA,Italy,45.69798,9.66895,1,1596,13000
Broach,NA,India,21.724644,73.002294,3,1596,5000
Burgos,NA,Spain,42.35,-3.7,1,1596,10000
Delhi,NA,India,28.65381,77.22897,1,1596,8000
Kabul,NA,Afghanistan,34.52813,69.17233,1,1596,25000
Lyon,NA,France,45.74846,4.84671,1,1596,30000
Multan,NA,Pakistan,30.19556,71.47528,1,1596,20000
Paris,NA,France,48.856614,2.352222,1,1596,230000
Pegu,Bago,Myanmar,17.333333,96.483333,1,1596,150000
Surat,NA,India,21.19594,72.83023,1,1596,70000
Genova,Genoa,Italy,44.40565,8.946256,1,1597,65000
Louveigne,"Louvain, LouveignÈ",Belgium,50.877572,4.704328,2,1597,9000
Madrid,NA,Spain,40.416775,-3.703789,1,1597,75000
Brescia,NA,Italy,45.52478,10.22727,1,1598,28000
Esfahan,Isfahan,Iran,32.651389,51.679192,1,1598,40000
Graz,NA,Austria,47.06667,15.45,1,1598,10000
Burhanpur,NA,India,21.30898,76.22996,2,1599,60000
Calicut,NA,India,11.258753,75.78041,3,1599,42000
Cremona,NA,Italy,45.13617,10.02797,1,1599,37184
Esfahan,Isfahan,Iran,32.651389,51.679192,1,1599,80000
Ferrara,NA,Italy,44.82678,11.62071,1,1599,34600
Lima,Rimac,Peru,-12.04318,-77.02824,1,1599,14262
Aachen,Aix-la-Chapelle,Germany,50.77664,6.08342,1,1600,16000
Agades,NA,Niger,16.966667,7.983333,1,1600,30000
Agra,NA,India,27.18333,78.01667,1,1600,500000
Ahmedabad,Asawal,India,23.039568,72.566004,1,1600,190000
Ahmednagar,NA,India,19.095208,74.749592,1,1600,75000
Aleppo,NA,Syria,36.216667,37.166667,1,1600,61000
Alessandria,NA,Italy,44.91245,8.61894,1,1600,13900
Algiers,NA,Algiers,36.7525,3.04197,1,1600,75000
Alkalawa,Gobir,Nigeria,9.2833,8.4,3,1600,35000
Allahabad,Prayag,India,25.44894,81.83328,1,1600,30000
Amber,Amer,India,26.985847,75.888251,3,1600,50000
Amsterdam,NA,Netherlands,52.37403,4.88969,1,1600,48000
Anantpur,"Penugonda, Penukonda",India,14.08339,77.59588,3,1600,60000
Angers,NA,France,47.46667,-0.55,1,1600,20000
Antwerp,Antwerpen,Belgium,51.219217,4.402883,1,1600,49000
Arakan,Rakhine,Myanmar,19.810092,93.987842,1,1600,90000
Athens,NA,Greece,37.97945,23.71622,1,1600,33000
Augsberg,Ausburg,Germany,48.371444,10.898239,1,1600,42000
Avignon,NA,France,43.94834,4.80892,1,1600,21000
Ayacucho,"Guamanga, Huamanga",Peru,-13.1615,-74.22154,1,1600,14000
Ayutthaya,Ayutia,Thailand,14.35,100.55,2,1600,100000
Baeza,NA,Spain,37.99384,-3.47103,1,1600,20000
Bakhchiserai,NA,Ukraine,44.755286,33.867233,1,1600,30000
Bantam,Batu Besar,Indonesia,-6.405369,106.064081,1,1600,50000
Barcelona,NA,Spain,41.38879,2.15899,1,1600,35000
Beijing,Peking,China,39.9075,116.39723,1,1600,706000
Belgrade,Beograd,Serbia,44.80401,20.46513,1,1600,40000
Benin,Oedo,Nigeria,6.339081,5.626483,2,1600,50000
Berlin,NA,Germany,52.52437,13.41053,1,1600,14000
Bihar,"Udantapura, Odantapuri",India,25.096074,85.313119,3,1600,30000
Bijapur,NA,India,16.82442,75.71537,1,1600,200000
Bologna,NA,Italy,44.49381,11.33875,1,1600,62844
Bordeaux,NA,France,44.84044,-0.5805,1,1600,30000
Bremen,NA,Germany,53.07516,8.80777,1,1600,21000
Brugge,Bruges,Belgium,51.210819,3.224936,1,1600,25000
Brussel,Brussels,Belgium,50.85045,4.34878,1,1600,25000
Bucharest,NA,Romania,44.43225,26.10626,1,1600,60000
Budapest,NA,Hungary,47.49801,19.03991,1,1600,25000
Bukhara,Bokhara,Uzbekistan,39.765869,64.422347,1,1600,100000
Burhanpur,NA,India,21.30898,76.22996,2,1600,50000
Bursa,Brusa,Turkey,40.19266,29.08403,1,1600,70000
Caen,NA,France,49.18585,-0.35912,1,1600,25000
Cairo,"Fostat, Fustat",Egypt,30.06263,31.24967,1,1600,200000
Calicut,NA,India,11.258753,75.78041,3,1600,42000
Cambay,NA,India,22.313114,72.619408,3,1600,70000
Changchun,"Hsinking, Kwangchingtsu",China,43.9,125.2,1,1600,85000
Changsha,NA,China,28.196111,112.972222,1,1600,37000
Changzhou,"Changchow, Jiangsu province",China,31.77358,119.95401,1,1600,85000
Chengdu,NA,China,30.66667,104.06667,1,1600,100000
Chinkiang,Zhenjiang,China,32.2,119.416667,2,1600,39000
Cholula,NA,Mexico,19.06333,-98.306389,1,1600,13000
Chongqing,"Chonquing, Chungking",China,29.56301,106.551557,2,1600,36000
Cochin,NA,India,9.93988,76.26022,1,1600,56000
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1,1600,37000
Constantine,NA,Algeria,36.365,6.61472,1,1600,30000
Copenhagen,NA,Denmark,55.67594,12.56553,1,1600,25000
Cordoba,"Cordova, CÛrdoba",Spain,38.046133,-4.893564,2,1600,32000
Cuttack,NA,India,20.46497,85.87927,1,1600,60000
Cuzco,NA,Peru,-13.525,-71.972222,1,1600,24000
Damascus,NA,Syria,33.5102,36.29128,1,1600,60000
Debrecen,NA,Hungary,47.53333,21.63333,1,1600,8000
Delft,NA,Netherlands,52.00667,4.35556,1,1600,18000
Dieppe,NA,France,49.922992,1.077483,1,1600,10000
Dijon,NA,France,47.31667,5.01667,1,1600,24000
Diu,Dui,India,21.081554,76.091401,3,1600,50000
Dongo,Pungu n'Dongo,Angola,-9.6625,15.583889,3,1600,30000
Dublin,NA,Ireland,53.33306,-6.24889,1,1600,24000
Edinburgh,NA,United Kingdom,55.95206,-3.19648,1,1600,35000
Edirne,Adrianople,Turkey,41.681808,26.562269,1,1600,150000
Esfahan,Isfahan,Iran,32.651389,51.679192,1,1600,100000
Faizabad,"Ayodhya, Ajodhya, Fyzabad",India,26.779386,82.142169,2,1600,25000
Feodosia,"Kaffa, Theodosia, Feodosiya, Caffa",Russian Federation,45.048889,35.379167,2,1600,30000
Ferrara,NA,Italy,44.82678,11.62071,1,1600,33000
Fez,Fes,Morocco,34.033333,-5.01,1,1600,100000
Florence,Firenze,Italy,43.771033,11.248,1,1600,65000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1,1600,78000
Gdansk,Danzig,Poland,54.352025,18.64663,2,1600,49000
Genova,Genoa,Italy,44.40565,8.946256,1,1600,65000
Gent,Ghent,Belgium,51.053469,3.730378,1,1600,31000
Glasgow,NA,United Kingdom,55.86515,-4.25763,1,1600,7000
Goa,NA,India,15.299333,74.124,1,1600,61500
Granada,NA,Spain,37.177336,-3.598558,1,1600,68000
Guanajuato,NA,Mexico,21.01858,-101.2591,1,1600,4000
Guangzhou,Canton,China,23.11667,113.25,1,1600,180000
Guatemala City,Iximche,Guatemala,14.64072,-90.51327,1,1600,25000
Guiyang,"Gwiyang, Kweiyang",China,26.647661,106.630154,1,1600,20000
Gurgaon,Gargaon,India,28.459497,77.026638,3,1600,40000
Haarlem,NA,Netherlands,52.38084,4.63683,1,1600,25000
Fukuoka,Hakata,Japan,33.591389,130.414722,2,1600,50000
Hamburg,NA,Germany,53.57532,10.01534,1,1600,29000
Hangzhou,Hangchow,China,30.25,120.166667,2,1600,270000
Havana,La Habana,Cuba,23.13302,-82.38304,1,1600,7000
Hue,NA,Vietnam,16.46667,107.6,1,1600,50000
Hugli-Chuchura,"Chinsurah, Hooghly, Hooghly-Chinsura",India,22.9,88.39,2,1600,60000
Hyderabad,NA,India,17.38405,78.45636,1,1600,80000
Ikkeri,NA,India,14.135,75.0226,3,1600,48000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1,1600,700000
Jaen,JaÈn,Spain,37.76922,-3.79028,1,1600,25000
Jerez de la Frontera,Xerez,Spain,36.693600000000004,-6.132431,1,1600,21000
Jingdezhen,Kingtehchen,China,29.268836,117.17842,2,1600,75000
Jodhpur,NA,India,26.26841,73.00594,1,1600,45000
Kabul,NA,Afghanistan,34.52813,69.17233,1,1600,25000
Kagoshima,NA,Japan,31.5966,130.557183,1,1600,45000
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,1,1600,80000
Kanazawa,NA,Japan,36.561325,136.656206,1,1600,50000
Kano,NA,Nigeria,12.00012,8.51672,1,1600,40000
Katsina,NA,Nigeria,12.98943,7.60063,1,1600,60000
Kerman,NA,Iran,30.28321,57.07879,1,1600,40000
Kolar,NA,India,13.13671,78.12917,1,1600,40000
Konigsberg,"Kaliningrad, Kˆnigsberg",Germany,54.716667,20.516667,2,1600,25000
Krakow,Cracow,Poland,50.06143,19.93658,1,1600,26000
Kunming,Yunnanfu,China,25.03889,102.71833,1,1600,50000
Kyoto,NA,Japan,35.02107,135.75385,1,1600,300000
La Rochelle,NA,France,46.16667,-1.15,1,1600,27000
Lahore,NA,Pakistan,31.54972,74.34361,1,1600,34000
Lecce,NA,Italy,40.35703,18.17202,1,1600,30000
Leiden,Leyden,Netherlands,52.15833,4.49306,1,1600,24000
Liege,LiËge,Belgium,50.63373,5.56749,1,1600,30000
Lille,NA,France,50.628442,3.054975,1,1600,30000
Lisbon,NA,Portugal,38.71667,-9.13333,1,1600,100000
London,NA,United Kingdom,51.511214,-0.119825,1,1600,187000
Luanda,Loanda,Angola,-8.838333,13.23444,3,1600,30000
Lubeck,L¸beck,Germany,53.865886,10.687097,1,1600,28000
Lucca,NA,Italy,43.84357,10.50585,1,1600,24000
Lvov,"Lwow, Lemberg",Poland,49.839683,24.029717,1,1600,10000
Lyon,NA,France,45.74846,4.84671,1,1600,30000
Magdeburg,NA,Germany,52.130808,11.628878,1,1600,23000
Madrid,NA,Spain,40.416775,-3.703789,1,1600,80000
Madurai,NA,India,9.91735,78.11962,1,1600,50000
Malaga,NA,Spain,36.721261,-4.421267,1,1600,16000
Mandu,Mandavgad,India,22.36667,75.38333,2,1600,40000
Manila,NA,Philippines,14.58,121,1,1600,28000
Marrakech,Marrakesh,Morocco,31.63416,-7.99994,1,1600,125000
Marseille,NA,France,43.29695,5.38107,1,1600,36000
Masenya,NA,Chad,11.402536,16.171328,3,1600,20000
Mecca,NA,Saudi Arabia,21.42667,39.82611,1,1600,50000
Medina,Madinah,Saudi Arabia,24.4609,39.620189,1,1600,30000
Messina,NA,Italy,38.19327,15.54969,1,1600,63000
Metz,NA,France,49.11911,6.17269,1,1600,18000
Mexico City,Tenochtitlan,Mexico,19.42847,-99.12766,1,1600,58500
Middelburg,NA,Netherlands,51.5,3.61389,1,1600,20000
Milan,NA,Italy,45.465453,9.198786,1,1600,107000
Mondovi,NA,Italy,44.39603,7.81764,1,1600,8000
Montauban,NA,France,44.01667,1.35,1,1600,20000
Moscow,NA,Russian Federation,55.75222,37.61556,1,1600,80000
Munger,"Mudgagiri, Monghyr",India,25.37262,86.490321,1,1600,40000
Munich,NA,Germany,48.136739,11.576756,1,1600,20000
Nagasaki,NA,Japan,32.752558,129.878192,1,1600,24000
Nanchang,NA,China,28.68333,115.88333,1,1600,45000
Nanjing,Nanking,China,32.05,118.766667,1,1600,194000
Nantes,NA,France,47.21725,-1.55336,1,1600,25000
Naples,NA,Italy,40.851775,14.268122,1,1600,224110
Ningbo,"Yinhsien, Ningpo",China,29.866667,121.55,2,1600,50000
Nis,Nish,Serbia,43.319381,21.896328,1,1600,15000
Nkazargamu,"Gasreggomo, Birni, Kazargamu",Nigeria,13.047222,12.227778,3,1600,60000
Nurnberg,"N¸rnberg, Nuremberg",Germany,49.452031,11.07675,1,1600,24000
